1	-0.1	-0.020626481	-6	0.0216
2	0.2	0.041252961	-6	0.0216
3	0.4	0.082505922	-7	0.0252
4	0.1	0.020626481	-5	0.018
5	0.1	0.020626481	-7	0.0252
6	0.2	0.041252961	-9	0.0324
7	0.4	0.082505922	-12	0.0432
8	0.1	0.020626481	-9	0.0324
9	0.4	0.082505922	-11	0.0396
10	0.3	0.061879442	-15	0.054
11	0.4	0.082505922	-14	0.0504
12	0.3	0.061879442	-13	0.0468
13	0.7	0.144385364	-13	0.0468
14	0.5	0.103132403	-12	0.0432
15	0.5	0.103132403	-15	0.054
16	0.6	0.123758884	-16	0.0576
17	0.7	0.144385364	-19	0.0684
18	0.6	0.123758884	-20	0.072
19	0.6	0.123758884	-22	0.0792
20	0.6	0.123758884	-18	0.0648
21	0.6	0.123758884	-21	0.0756
22	0.6	0.123758884	-22	0.0792
23	0.8	0.165011845	-23	0.0828
24	0.9	0.185638326	-24	0.0864
25	1	0.206264806	-26	0.0936
26	0.9	0.185638326	-22	0.0792
27	0.9	0.185638326	-26	0.0936
28	0.9	0.185638326	-25	0.09
29	0.9	0.185638326	-25	0.09
30	0.9	0.185638326	-0.26	0.000936
31	1	0.206264806	-26	0.0936
32	1.1	0.226891287	-31	0.1116
33	0.8	0.165011845	-31	0.1116
34	1.2	0.247517767	-32	0.1152
35	1.2	0.247517767	-32	0.1152
36	1.1	0.226891287	-30	0.108
