1	0.3	0.061879442	0	0
2	0.3	0.061879442	0	0
3	0.3	0.061879442	-2	0.0072
4	0.6	0.123758884	-2	0.0072
5	0.1	0.020626481	0	0
6	0.4	0.082505922	-1	0.0036
7	0.2	0.041252961	0	0
8	0.3	0.061879442	1	-0.0036
9	0.8	0.165011845	-4	0.0144
10	0.1	0.020626481	-1	0.0036
11	0.4	0.082505922	-2	0.0072
12	0.4	0.082505922	-3	0.0108
13	0.3	0.061879442	-4	0.0144
14	0.2	0.041252961	1	-0.0036
15	0.4	0.082505922	-1	0.0036
16	0.4	0.082505922	-2	0.0072
17	0.2	0.041252961	-2	0.0072
18	0.4	0.082505922	-4	0.0144
19	0.5	0.103132403	2	-0.0072
20	0.6	0.123758884	0	0
21	0.7	0.144385364	-2	0.0072
22	0.6	0.123758884	2	-0.0072
23	0.7	0.144385364	-2	0.0072
24	0.8	0.165011845	-5	0.018
25	0.7	0.144385364	-3	0.0108
26	0.9	0.185638326	1	-0.0036
27	0.9	0.185638326	-2	0.0072
28	1	0.206264806	0	0
29	1.4	0.288770729	-1	0.0036
30	1.3	0.268144248	1	-0.0036
31	1.3	0.268144248	-1	0.0036
32	1.2	0.247517767	3	-0.0108
33	1.5	0.309397209	-3	0.0108
34	1.6	0.33002369	0	0
35	1.9	0.391903132	1	-0.0036
36	2.1	0.433156093	0	0
