1	0.3	0.061879442	-1	0.0036
2	0.3	0.061879442	0	0
3	0.2	0.041252961	1	-0.0036
4	0.4	0.082505922	0	0
5	0.3	0.061879442	-1	0.0036
6	0.6	0.123758884	0	0
7	0.2	0.041252961	-1	0.0036
8	0.6	0.123758884	0	0
9	0.6	0.123758884	-1	0.0036
10	0.4	0.082505922	0	0
11	0.7	0.144385364	0	0
12	0.6	0.123758884	0	0
13	0	0	0	0
14	0.5	0.103132403	0	0
15	0.7	0.144385364	-1	0.0036
16	0.8	0.165011845	0	0
17	0.9	0.185638326	1	-0.0036
18	0.2	0.041252961	0	0
19	0.8	0.165011845	-2	0.0072
20	0.8	0.165011845	0	0
21	1.1	0.226891287	0	0
22	0.8	0.165011845	0	0
23	1	0.206264806	0	0
24	1	0.206264806	0	0
25	0.9	0.185638326	-1	0.0036
26	1.1	0.226891287	0	0
27	0.8	0.165011845	0	0
28	0.6	0.123758884	0	0
29	1.2	0.247517767	0	0
30	1	0.206264806	0	0
31	0.9	0.185638326	-1	0.0036
32	1.4	0.288770729	0	0
33	1	0.206264806	-1	0.0036
34	1.2	0.247517767	-1	0.0036
35	1.3	0.268144248	-1	0.0036
36	1.3	0.268144248	0	0
