1	0.2	0.041252961	-1	0.0036	0	29.18333333	13	29	11
2	0.5	0.103132403	-2	0.0072	0.266666667	29.45	13	29	27
3	0.3	0.061879442	-2	0.0072	0.533333333	29.71666667	13	29	43
4	0.3	0.061879442	-2	0.0072	0.8	29.98333333	13	29	59
5	0.5	0.103132403	-2	0.0072	1.066666667	30.25	13	30	15
6	1	0.206264806	-4	0.0144	1.3	30.48333333	13	30	29
7	0.5	0.103132403	0	0	1.616666667	30.8	13	30	48
8	0.2	0.041252961	-4	0.0144	1.866666667	31.05	13	31	3
9	0.5	0.103132403	-4	0.0144	2.083333333	31.26666667	13	31	16
10	0.8	0.165011845	-2	0.0072	2.333333333	31.51666667	13	31	31
11	0.9	0.185638326	-3	0.0108	2.583333333	31.76666667	13	31	46
12	0.6	0.123758884	-3	0.0108	2.816666667	32	13	32	0
13	0.9	0.185638326	-4	0.0144	3.05	32.23333333	13	32	14
14	1.1	0.226891287	-3	0.0108	3.55	32.73333333	13	32	44
15	0.9	0.185638326	-1	0.0036	3.85	33.03333333	13	33	2
16	1.3	0.268144248	-5	0.018	4.216666667	33.4	13	33	24
17	1	0.206264806	-5	0.018	4.45	33.63333333	13	33	38
18	1.1	0.226891287	-7	0.0252	4.65	33.83333333	13	33	50
19	1.4	0.288770729	-7	0.0252	4.933333333	34.11666667	13	34	7
20	1.4	0.288770729	-6	0.0216	5.166666667	34.35	13	34	21
21	1.4	0.288770729	-8	0.0288	5.483333333	34.66666667	13	34	40
22	1.2	0.247517767	-4	0.0144	5.883333333	35.06666667	13	35	4
23	1.1	0.226891287	-6	0.0216	6.1	35.28333333	13	35	17
24	1.5	0.309397209	-7	0.0252	6.333333333	35.51666667	13	35	31
25	1.5	0.309397209	-13	0.0468	6.6	35.78333333	13	35	47
26	1.7	0.350650171	-12	0.0432	6.916666667	36.1	13	36	6
27	1.8	0.371276651	-10	0.036	7.316666667	36.5	13	36	30
28	2.4	0.495035535	-10	0.036	7.7	36.88333333	13	36	53
29	1.8	0.371276651	-14	0.0504	7.916666667	37.1	13	37	6
30	2.1	0.433156093	-12	0.0432	8.816666667	38	13	38	0
31	2	0.412529612	-10	0.036	9.35	38.53333333	13	38	32
32	2	0.412529612	-13	0.0468	9.633333333	38.81666667	13	38	49
33	2	0.412529612	-11	0.0396	9.883333333	39.06666667	13	39	4
34	2.1	0.433156093	-13	0.0468	10.13333333	39.31666667	13	39	19
35	2.2	0.453782574	-11	0.0396	10.38333333	39.56666667	13	39	34
36	2.1	0.433156093	-14	0.0504	10.73333333	39.91666667	13	39	55
