1	0.2	0.041252961	-1	0.0036
2	0.5	0.103132403	-2	0.0072
3	0.3	0.061879442	-2	0.0072
4	0.3	0.061879442	-2	0.0072
5	0.5	0.103132403	-2	0.0072
6	1	0.206264806	-4	0.0144
7	0.5	0.103132403	0	0
8	0.2	0.041252961	-4	0.0144
9	0.5	0.103132403	-4	0.0144
10	0.8	0.165011845	-2	0.0072
11	0.9	0.185638326	-3	0.0108
12	0.6	0.123758884	-3	0.0108
13	0.9	0.185638326	-4	0.0144
14	1.1	0.226891287	-3	0.0108
15	0.9	0.185638326	-1	0.0036
16	1.3	0.268144248	-5	0.018
17	1	0.206264806	-5	0.018
18	1.1	0.226891287	-7	0.0252
19	1.4	0.288770729	-7	0.0252
20	1.4	0.288770729	-6	0.0216
21	1.4	0.288770729	-8	0.0288
22	1.2	0.247517767	-4	0.0144
23	1.1	0.226891287	-6	0.0216
24	1.5	0.309397209	-7	0.0252
25	1.5	0.309397209	-13	0.0468
26	1.7	0.350650171	-12	0.0432
27	1.8	0.371276651	-10	0.036
28	2.4	0.495035535	-10	0.036
29	1.8	0.371276651	-14	0.0504
30	2.1	0.433156093	-12	0.0432
31	2	0.412529612	-10	0.036
32	2	0.412529612	-13	0.0468
33	2	0.412529612	-11	0.0396
34	2.1	0.433156093	-13	0.0468
35	2.2	0.453782574	-11	0.0396
36	2.1	0.433156093	-14	0.0504
