1	0	0	0	0	0	16.5	11	16	30
2	-0.1	-0.020626481	5	0.018	0.433333333	16.93333333	11	16	56
3	0	0	-3	-0.0108	0.9	17.4	11	17	24
4	0.1	0.020626481	-2	-0.0072	1.9	18.4	11	18	24
5	0	0	0	0	2.25	18.75	11	18	45
6	0	0	-5	-0.018	2.766666667	19.26666667	11	19	16
7	0.1	0.020626481	-2	-0.0072	3.05	19.55	11	19	33
8	0	0	-3	-0.0108	3.783333333	20.28333333	11	20	17
9	-0.1	-0.020626481	-4	-0.0144	4.783333333	21.28333333	11	21	17
10	0.1	0.020626481	-3	-0.0108	5.083333333	21.58333333	11	21	35
11	0.1	0.020626481	-1	-0.0036	5.583333333	22.08333333	11	22	5
12	0.1	0.020626481	2	0.0072	5.95	22.45	11	22	27
13	0.2	0.041252961	-4	-0.0144	6.383333333	22.88333333	11	22	53
14	0.1	0.020626481	0	0	6.65	23.15	11	23	9
15	0	0	-1	-0.0036	6.916666667	23.41666667	11	23	25
16	0.1	0.020626481	0	0	7.3	23.8	11	23	48
17	0.1	0.020626481	-2	-0.0072	7.6	24.1	11	24	6
18	0.3	0.061879442	0	0	7.916666667	24.41666667	11	24	25
19	-0.1	-0.020626481	1	0.0036	8.216666667	24.71666667	11	24	43
20	0.2	0.041252961	0	0	8.466666667	24.96666667	11	24	58
21	0	0	2	0.0072	8.733333333	25.23333333	11	25	14
22	0.1	0.020626481	1	0.0036	9	25.5	11	25	30
23	0.1	0.020626481	-1	-0.0036	9.25	25.75	11	25	45
24	0.2	0.041252961	1	0.0036	9.533333333	26.03333333	11	26	2
25	0.1	0.020626481	-3	-0.0108	9.866666667	26.36666667	11	26	22
26	0.2	0.041252961	-1	-0.0036	10.16666667	26.66666667	11	26	40
27	0.1	0.020626481	-2	-0.0072	10.53333333	27.03333333	11	27	2
28	0.1	0.020626481	-3	-0.0108	10.83333333	27.33333333	11	27	20
29	0.2	0.041252961	4	0.0144	11.28333333	27.78333333	11	27	47
30	0.4	0.082505922	-2	-0.0072	11.65	28.15	11	28	9
31	0.2	0.041252961	2	0.0072	12	28.5	11	28	30
32	0.1	0.020626481	-1	-0.0036	12.33333333	28.83333333	11	28	50
33	0.2	0.041252961	0	0	12.7	29.2	11	29	12
34	0.1	0.020626481	-2	-0.0072	12.96666667	29.46666667	11	29	28
35	0.5	0.103132403	2	0.0072	13.23333333	29.73333333	11	29	44
36	0.2	0.041252961	-2	-0.0072	13.48333333	29.98333333	11	29	59
