1	0.3	0.061879442	0	0	0	14.68333333	13	14	41
2	0.3	0.061879442	0	0	0.383333333	15.06666667	13	15	4
3	0.4	0.082505922	-2	0.0072	0.666666667	15.35	13	15	21
4	0.6	0.123758884	-2	0.0072	1.1	15.78333333	13	15	47
5	0	0	0	0	1.4	16.08333333	13	16	5
6	0.2	0.041252961	-1	0.0036	1.65	16.33333333	13	16	20
7	0.2	0.041252961	0	0	1.883333333	16.56666667	13	16	34
8	0.3	0.061879442	1	-0.0036	2.15	16.83333333	13	16	50
9	0.8	0.165011845	-4	0.0144	2.433333333	17.11666667	13	17	7
10	0.1	0.020626481	-1	0.0036	2.816666667	17.5	13	17	30
11	0.4	0.082505922	-2	0.0072	3.1	17.78333333	13	17	47
12	0.4	0.082505922	-3	0.0108	3.366666667	18.05	13	18	3
13	0.4	0.082505922	-4	0.0144	3.6	18.28333333	13	18	17
14	0.2	0.041252961	1	-0.0036	3.833333333	18.51666667	13	18	31
15	0.4	0.082505922	-1	0.0036	4.066666667	18.75	13	18	45
16	0.4	0.082505922	-2	0.0072	4.3	18.98333333	13	18	59
17	0.2	0.041252961	-2	0.0072	4.5	19.18333333	13	19	11
18	0.4	0.082505922	-4	0.0144	4.75	19.43333333	13	19	26
19	0.5	0.103132403	2	-0.0072	5.066666667	19.75	13	19	45
20	0.6	0.123758884	0	0	5.316666667	20	13	20	0
21	0.7	0.144385364	-2	0.0072	5.533333333	20.21666667	13	20	13
22	0.6	0.123758884	2	-0.0072	5.783333333	20.46666667	13	20	28
23	0.7	0.144385364	-2	0.0072	6.05	20.73333333	13	20	44
24	0.8	0.165011845	-5	0.018	6.366666667	21.05	13	21	3
25	0.7	0.144385364	-3	0.0108	6.7	21.38333333	13	21	23
26	0.9	0.185638326	1	-0.0036	7.016666667	21.7	13	21	42
27	0.9	0.185638326	-2	0.0072	7.383333333	22.06666667	13	22	4
28	1	0.206264806	0	0	8.366666667	23.05	13	23	3
29	1.4	0.288770729	-1	0.0036	8.733333333	23.41666667	13	23	25
30	1.3	0.268144248	1	-0.0036	9.05	23.73333333	13	23	44
31	1.3	0.268144248	-1	0.0036	9.383333333	24.06666667	13	24	4
32	1.2	0.247517767	3	-0.0108	9.7	24.38333333	13	24	23
33	1.5	0.309397209	-3	0.0108	9.966666667	24.65	13	24	39
34	1.6	0.33002369	0	0	10.36666667	25.05	13	25	3
35	1.9	0.391903132	1	-0.0036	10.56666667	25.25	13	25	15
36	2.1	0.433156093	0	0	10.86666667	25.55	13	25	33

